LONC_CODE,DTA_DESC
18483-8,Yeast Genital Ql Cult - Yeast [Presence] in Genital specimen by Organism specific culture
18924-1,Fluconazole Susc Islt - Fluconazole [Susceptibility]
19470-4,FLUoxetine Ur Ql Scn - FLUoxetine [Presence] in Urine by Screen method
19628-7,Norfluoxetine Ur Ql Scn - Norfluoxetine [Presence] in Urine by Screen method
19331-8,Amitrip Ur Ql Scn - Amitriptyline [Presence] in Urine by Screen method
19252-6,Megakaryocytes/leuk NFr Bld - Megakaryocytes/100 leukocytes in Blood
19266-6,Amphetamines CtO Ur Scn-mCnc - Amphetamines cutoff [Mass/volume] in Urine for Screen method
19296-3,Opiates Tested Ur Scn - Opiates tested for in Urine by Screen method Nominal
22596-1,T spiralis Ab Titr Ser - Trichinella spiralis Ab [Titer] in Serum
20421-4,Barbiturates SerPl Ql Scn - Barbiturates [Presence] in Serum or Plasma by Screen method
19727-7,A niger IgG Ser Ql - Aspergillus niger IgG Ab [Presence] in Serum
19738-4,Dog Serum Alb IgE Qn - Dog serum albumin IgE Ab [Units/volume] in Serum
20787-8,Drugs Spec Scn - Drugs identified in Specimen by Screen method
1984-4,Bromide SerPl-mCnc - Bromide [Mass/volume] in Serum or Plasma
20116-0,Spont VT on vent - Tidal volume.spontaneous --on ventilator
21470-0,Pollock IgE RAST Ql - Pollock IgE Ab RAST class [Presence] in Serum
21240-7,D-methorphan Ur-mCnc - Dextromethorphan [Mass/volume] in Urine
31400-5,GD1b Gangl Ab Ser Ql - Ganglioside GD1b Ab [Presence] in Serum
30288-5,Adefovir Islt Genotyp - Adefovir [Susceptibility] by Genotype method
29260-7,Abn Monocytes # Bld Manual - Monocytes Abnormal [#/volume] in Blood by Manual count
29308-4,Dx - Diagnosis
29611-1,Ethchlorvynol Spec Ql - Ethchlorvynol [Presence] in Specimen
30073-1,VGCC Ab Ser Ql - Voltage-gated calcium channel Ab [Presence] in Serum
2898-5,Protopor RBC-mCnc - Protoporphyrin [Mass/volume] in Red Blood Cells
29529-5,APAP Spec Ql - Acetaminophen [Presence] in Specimen
27996-8,17OHP BS SerPl-mCnc - 17-Hydroxyprogesterone [Mass/volume] in Serum or Plasma --baseline
28041-2,G-OH-Butyr SerPl-mCnc - Gamma hydroxybutyrate [Mass/volume] in Serum or Plasma
280-8,Imipenem Islt KB - Imipenem [Susceptibility] by Disk diffusion (KB)
27415-9,IGNF SerPl-mCnc - Interferon gamma [Mass/volume] in Serum or Plasma
27848-1,LH sp2 p chal SerPl-aCnc - Lutropin [Units/volume] in Serum or Plasma --2nd specimen post XXX challenge
27851-5,LH sp3 p chal SerPl-aCnc - Lutropin [Units/volume] in Serum or Plasma --3rd specimen post XXX challenge
27396-1,Hemoccult Stl-mCnt - Hemoglobin.gastrointestinal [Mass/mass] in Stool
27356-5,PCP Vitf-mCnc - Phencyclidine [Mass/volume] in Vitreous fluid
2736-7,Pepsinogen I SerPl-mCnc - Pepsinogen I [Mass/volume] in Serum or Plasma
27204-7,Cocaine Vitf-mCnc - Cocaine [Mass/volume] in Vitreous fluid
2758-1,Phenol Ur-mCnc - Phenol [Mass/volume] in Urine
26818-5,C jejuni Ab Ser IA-aCnc - Campylobacter jejuni Ab [Units/volume] in Serum by Immunoassay
26848-2,Il10 SerPl-mCnc - Interleukin 10 [Mass/volume] in Serum or Plasma
26875-5,Deprecated S pneum4 Ab Ser-mCnc - Deprecated Streptococcus pneumoniae 4 Ab [Mass/volume] in Serum
26876-3,Deprecated S pneum 1 Ab Ser-mCnc - Deprecated Streptococcus pneumoniae 1 Ab [Mass/volume] in Serum
26777-3,Glucose 30M p Lac PO SerPl-mCnc - Glucose [Mass/volume] in Serum or Plasma --30 minutes post dose lactose PO
26778-1,Glucose 1h p Lac PO SerPl-mCnc - Glucose [Mass/volume] in Serum or Plasma --1 hour post dose lactose PO
26779-9,Glucose 1.5h p Lac PO SerPl-mCnc - Glucose [Mass/volume] in Serum or Plasma --1.5 hours post dose lactose PO
27097-5,2Me-butyrylglycine/Creat Ur - 2-Methylbutyrylglycine/Creatinine [Mass Ratio] in Urine
27059-5,traZODone Ur-mCnc - traZODone [Mass/volume] in Urine
27083-5,Norflunitrazepam Ur-mCnc - Norflunitrazepam [Mass/volume] in Urine
27084-3,7Aminoflunitrazepam Ur-mCnc - 7-Aminoflunitrazepam [Mass/volume] in Urine
26582-7,Hcys/Creat Ur-sRto - Homocysteine/Creatinine [Molar ratio] in Urine
26681-7,Deprecated S pneum23 Ab Ser-mCnc - Deprecated Streptococcus pneumoniae 23 Ab [Mass/volume] in Serum
33235-3,Ca Phos Cry Ur Ql Comp Assist - Calcium phosphate crystals [Presence] in Urine by Computer assisted method
33241-1,Ca Carbonate Cry Ur Ql Comp Assist - Calcium carbonate crystals [Presence] in Urine by Computer assisted method
33244-5,Guanidinoacetate SerPl-sCnc - Guanidinoacetate [Moles/volume] in Serum or Plasma
33217-1,Sperm Agglutinated Smn Ql - Spermatozoa Agglutinated [Presence] in Semen
33211-4,Il8 SerPl-mCnc - Interleukin 8 [Mass/volume] in Serum or Plasma
32817-9,Myeloperoxidase Spec - Microscopic observation [Identifier] in Specimen by Myeloperoxidase stain
327-7,metroNIDAZOLE Islt MIC - metroNIDAZOLE [Susceptibility] by Minimum inhibitory concentration (MIC)
33521-6,PA Coll lo dose PRP - Platelet aggregation collagen induced in Platelet rich plasma --Low dose
33465-6,F tular IgG Titr Ser - Francisella tularensis IgG Ab [Titer] in Serum
33466-4,F tular IgM Titr Ser - Francisella tularensis IgM Ab [Titer] in Serum
33343-5,LTE4/Creat Ur - Leukotriene E4/Creatinine [Mass Ratio] in Urine
335-0,Minocycline Islt MIC - Minocycline [Susceptibility] by Minimum inhibitory concentration (MIC)
33507-5,PPAA Ur-mCnc - Alpha-Phenyl-2-Piperidine acetate [Mass/volume] in Urine
33593-5,Hgb G-Coush MFr Bld - Hemoglobin G - Coushatta/Hemoglobin.total in Blood
33550-5,PA Rist 1500 ug/mL PRP - Platelet aggregation ristocetin induced in Platelet rich plasma --1500 ug/mL
33718-8,Cytology Tiss FNA Doc Cyto - Cytology report of Tissue fine needle aspirate Cyto stain
3374-6,Barbiturate Scn Present Ur - Barbiturate screen present [Identifier] in Urine
33827-7,LH sp1 p chal SerPl-aCnc - Lutropin [Units/volume] in Serum or Plasma --1st specimen post XXX challenge
33861-6,Starch Granules UrnS Ql Micro - Starch granules [Presence] in Urine sediment by Light microscopy
33822-8,Il13 SerPl-mCnc - Interleukin 13 [Mass/volume] in Serum or Plasma
33938-2,Il5 SerPl-mCnc - Interleukin 5 [Mass/volume] in Serum or Plasma
33894-7,PT 1h p 1:4 NP PPP - Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --1H post incubation with 1:4 normal plasma
35477-9,Cil columnar lining cells/leuk Fld - Ciliated columnar lining cells/100 leukocytes [# Ratio] in Body fluid
34176-8,Tricyclics Spec Ql - Tricyclic antidepressants [Presence] in Specimen
35145-2,Octanoate SerPl-sCnc - Octanoate (C8:0) [Moles/volume] in Serum or Plasma
35147-8,Decenoate SerPl-sCnc - Decenoate (C10:1) [Moles/volume] in Serum or Plasma
35148-6,Tdecadienoate SerPl-sCnc - Tetradecadienoate (C14:2) [Moles/volume] in Serum or Plasma
35151-0,Lauroleate SerPl-sCnc - Lauroleate (C12:1) [Moles/volume] in Serum or Plasma
31714-9,HAdV Ag Spec Ql - Adenovirus Ag [Presence] in Specimen
3074-2,A-Tumor Necrosis Fact SerPl-mCnc - Tumor necrosis factor.alpha [Mass/volume] in Serum or Plasma
3089-0,Urate/Creat Ur - Urate/Creatinine [Mass Ratio] in Urine
30912-0,DNA Index Spec FC-aCnc - DNA index in Specimen by Flow cytometry (FC)
30913-8,S Phs Cells NFr Spec FC - S-phase cells/100 cells in Specimen by Flow cytometry (FC)
31150-6,Her2 Tiss Ql FISH - HER2 [Presence] in Tissue by FISH
30922-9,Magnesium ?Tm Ur-mCnc - Magnesium [Mass/volume] in Urine collected for unspecified duration
31165-4,MNBK Ur-mCnc - Methyl butyl ketone [Mass/volume] in Urine
31166-2,MIAK Ur-mCnc - Methyl isoamyl ketone [Mass/volume] in Urine
31167-0,MPK Ur-mCnc - Methyl propyl ketone [Mass/volume] in Urine
31168-8,Mesityl Oxide Ur-mCnc - Mesityl oxide [Mass/volume] in Urine
31184-5,MAK Ur-mCnc - Methyl amyl ketone [Mass/volume] in Urine
31186-0,Platelet IgM Ser Ql - Platelet IgM Ab [Presence] in Serum
31670-3,Sulfatide IgG Ser Ql - Sulfatide IgG Ab [Presence] in Serum
31500-2,GM1 Gangl IgG+IgM Ser-aCnc - Ganglioside GM1 IgG+IgM Ab [Units/volume] in Serum
31532-5,Neuronal Ab Ser-aCnc - Neuronal Ab [Units/volume] in Serum
31585-3,Reticulin IgG Ser Ql - Reticulin IgG Ab [Presence] in Serum
31969-9,S pneum Ag Spec Ql - Streptococcus pneumoniae Ag [Presence] in Specimen
32-3,Ampicillin+Sulbac Islt MIC - Ampicillin+Sulbactam [Susceptibility] by Minimum inhibitory concentration (MIC)
32328-7,LH BS SerPl-aCnc - Lutropin [Units/volume] in Serum or Plasma --baseline
32379-0,Voriconazole Susc Islt - Voriconazole [Susceptibility]
32553-0,Sodium ?Tm sub Ur Qn - Sodium [Molar amount] in Urine collected for unspecified duration
32542-3,Chloride ?Tm sub Ur Qn - Chloride [Molar amount] in Urine collected for unspecified duration
32574-6,Zaleplon SerPl-mCnc - Zaleplon [Mass/volume] in Serum or Plasma
32579-5,Phentermine SerPl-mCnc - Phentermine [Mass/volume] in Serum or Plasma
33016-7,MDEA SerPl-mCnc - Methylenedioxyethylamphetamine [Mass/volume] in Serum or Plasma
32104-2,Pentobarb Spec Ql - PENTobarbital [Presence] in Specimen
32154-7,Baso+Eos+Monos # Bld Auto - Basophils+Eosinophils+Monocytes [#/volume] in Blood by Automated count
32155-4,Baso+Eos+Monos/leuk NFr Bld Auto - Basophils+Eosinophils+Monocytes/100 leukocytes in Blood by Automated count
42332-7,AFP L3 MFr SerPl - Alpha-1-Fetoprotein L3/Alpha-1-fetoprotein.total in Serum or Plasma
41649-5,Chloride BldV-sCnc - Chloride [Moles/volume] in Venous blood
41650-3,Chloride BldA-sCnc - Chloride [Moles/volume] in Arterial blood
41760-0,Il12 SerPl-mCnc - Interleukin 12 [Mass/volume] in Serum or Plasma
42355-8,Tigecycline Islt MIC - Tigecycline [Susceptibility] by Minimum inhibitory concentration (MIC)
41041-5,3OH-Palmitoylcarn Bld-sCnc - 3-Hydroxypalmitoylcarnitine (C16-OH) [Moles/volume] in Blood
41010-0,HPIV4 RNA Spec Ql NAA+probe - Parainfluenza virus 4 RNA [Presence] in Specimen by NAA with probe detection
40835-1,Strawberry IgG-mCnc - Strawberry IgG Ab [Mass/volume] in Serum
40970-6,VWF gene Mut Anl Bld/T - VWF gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal
41212-2,WNV RNA Ser Donr Ql NAA+probe - West Nile virus RNA [Presence] in Serum from Donor by NAA with probe detection
41219-7,Paper Wasp IgG-mCnc - Paper wasp IgG Ab [Mass/volume] in Serum
41398-9,Alloisoleucine SerPl Ql - Alloisoleucine [Presence] in Serum or Plasma
41117-3,AS+PWS gene Mut Anl Bld/T - AS+PWS gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal
43200-5,Norfentanyl Ur Ql Cfm - Norfentanyl [Presence] in Urine by Confirmatory method
43122-1,Doxepin+Nor Pnl SerPl - Doxepin and Nordoxepin panel - Serum or Plasma
43279-9,HBV YMDD Mut SerPl Ql NAA+probe - Hepatitis B Virus YMDD [Presence] in Serum or Plasma by NAA with probe detection
43308-6,LA Nt Buffer PPP - Lupus anticoagulant neutralization buffer [Time] in Platelet poor plasma by Coagulation assay
43172-6,T3 Ab Ser Ql - Triiodothyronine (T3) Ab [Presence] in Serum
43674-1,FA comp C8-C26 Pnl SerPl - Fatty acid comprehensive (C8-C26) panel - Serum or Plasma
43677-4,VLCFA C22-C26 Pnl SerPl - Fatty acid very long chain (C22-C26) panel - Serum or Plasma
43928-1,C burnet Ph2 IgM Ser Ql IF - Coxiella burnetii phase 2 IgM Ab [Presence] in Serum by Immunofluorescence
46255-6,MEK SerPl-mCnc - Methyl ethyl ketone [Mass/volume] in Serum or Plasma
46157-4,A glaucus Ab Ser Ql - Aspergillus glaucus Ab [Presence] in Serum
47299-3,dsDNA Ab Ser Farr-aCnc - DNA double strand Ab [Units/volume] in Serum by Farr method
47364-5,HBV surface Ag Ser Donr Ql IA - Hepatitis B virus surface Ag [Presence] in Serum from Donor by Immunoassay
46724-1,CYP2C9 allele Geno Bld/T - CYP2C9 gene allele [Genotype] in Blood or Tissue by Molecular genetics method Nominal
46098-0,Sex - Sex
4613-6,Hgb N-Balt Bld Ql Elph Acid - Hemoglobin N - Baltimore [Presence] in Blood by Electrophoresis acid (pH 6.3)
4564-1,Hgb C-Harlem Bld Ql - Hemoglobin C - Harlem [Presence] in Blood
4585-6,Hgb G-Philad Bld Ql Elph Acid - Hemoglobin G - Philadelphia [Presence] in Blood by Electrophoresis acid (pH 6.3)
48310-7,FLUAV Spec Ql Cult - Influenza virus A [Presence] in Specimen by Organism specific culture
47426-2,A nidulans H Ab Ser Ql - Aspergillus nidulans H Ab [Presence] in Serum
48002-0,Genomic source class - Genomic source class [Type]
46995-7,HLA-DP+DQ+DR Ab NFr Ser - HLA-DP+DQ+DR (class II) Ab in Serum
46976-7,Benzodiaz SerPl Ql Scn - Benzodiazepines [Presence] in Serum or Plasma by Screen method
44740-9,GD1a Gangl Ab Ser Ql - Ganglioside GD1a Ab [Presence] in Serum
44938-9,HDV IgM Ser Ql IA - Hepatitis D virus IgM Ab [Presence] in Serum by Immunoassay
43983-6,Amphetamines Ur Ql Scn>500 ng/mL - Amphetamines [Presence] in Urine by Screen method >500 ng/mL
43828-3,Benzodiaz Spec Ql - Benzodiazepines [Presence] in Specimen
43872-1,Aspergillus IgG Ser Ql - Aspergillus sp IgG Ab [Presence] in Serum
44336-6,Magnesium/Creat 24h Ur - Magnesium/Creatinine [Mass Ratio] in 24 hour Urine
4488-3,C3a SerPl-mCnc - Complement C3a [Mass/volume] in Serum or Plasma
4505-4,C5 SerPl-mCnc - Complement C5 [Mass/volume] in Serum or Plasma
45001-5,C trach IgM Ser IA-aCnc - Chlamydia trachomatis IgM Ab [Units/volume] in Serum by Immunoassay
4519-5,Comp Fact H SerPl-mCnc - Complement factor H [Mass/volume] in Serum or Plasma
45338-1,Proinsulin/Insulin SerPl-Rto - Proinsulin/Insulin [Ratio] in Serum or Plasma
3809-1,Me-phenidate Ur-mCnc - Methylphenidate [Mass/volume] in Urine
38382-8,FLUBV Spec Ql Cult - Influenza virus B [Presence] in Specimen by Organism specific culture
38521-1,Fact VIII Ag Act/Nor PPP IA - Coagulation factor VIII Ag actual/normal in Platelet poor plasma by Immunoassay
35678-2,Sodium ?Tm Ur-sCnc - Sodium [Moles/volume] in Urine collected for unspecified duration
35676-6,Chloride ?Tm Ur-sCnc - Chloride [Moles/volume] in Urine collected for unspecified duration
3580-8,Doxepin Ur Ql - Doxepin [Presence] in Urine
3641-8,Flunitrazepam Ur-mCnc - Flunitrazepam [Mass/volume] in Urine
3684-8,OH-Chloroquine SerPl-mCnc - Hydroxychloroquine [Mass/volume] in Serum or Plasma
3691-3,Imipramine Ur Ql - Imipramine [Presence] in Urine
3747-3,Meperidine Ur-mCnc - Meperidine [Mass/volume] in Urine
40556-3,ER Ag Tiss Ql ImStn - Estrogen receptor Ag [Presence] in Tissue by Immune stain
40557-1,PR Ag Tiss Ql ImStn - Progesterone receptor Ag [Presence] in Tissue by Immune stain
40593-6,PA Epineph 50 umol/L PRP-aCnc - Platelet aggregation EPINEPHrine induced [Units/volume] in Platelet rich plasma --50 umol/L
40647-0,LA Nt Platelet PPP Ql - Lupus anticoagulant neutralization platelet [Presence] in Platelet poor plasma by Coagulation assay
40702-3,Fibrin Monomer PPP Ql HA - Fibrin monomer [Presence] in Platelet poor plasma by Hemagglutination
40425-1,CYP2D6 allele Geno Bld/T - CYP2D6 gene allele [Genotype] in Blood or Tissue by Molecular genetics method Nominal
40471-5,FBN1 gene Mut Anl Bld/T - FBN1 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal
39529-3,Acetone Bld Ql - Acetone [Presence] in Blood
3869-5,Normeperidine Ur-mCnc - Normeperidine [Mass/volume] in Urine
3874-5,Nortrip Ur Ql - Nortriptyline [Presence] in Urine
38906-4,MSH6 gene Mut Anl Bld/T - MSH6 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method
34476-2,Cortis 1h p 250 ug ACTH SerPl-mCnc - Cortisol [Mass/volume] in Serum or Plasma --1 hour post 250 ug corticotropin
34657-7,Sperm Immotile # Smn - Spermatozoa Immotile [#/volume] in Semen
34502-5,VHL gene Mut Anl Bld/T - VHL gene targeted mutation analysis in Blood or Tissue by Molecular genetics method
34515-7,GLA gene Mut Anl Bld/T - GLA gene targeted mutation analysis in Blood or Tissue by Molecular genetics method
34996-9,Promyelocytes # Fld - Promyelocytes [#/volume] in Body fluid
35127-0,Hgb A2.prime MFr Bld - Hemoglobin A2.prime/Hemoglobin.total in Blood
35129-6,Karyotyp Spec - Karyotype [Identifier] in Specimen Nominal
34926-6,Promonycytes # Bld - Promonocytes [#/volume] in Blood
35031-4,Metamyelocytes # Fld - Metamyelocytes [#/volume] in Body fluid
3533-7,Desipramine Ur Ql - Desipramine [Presence] in Urine
35568-5,Oligoclonal Bands CSF Elph - Oligoclonal bands [#] in Cerebral spinal fluid by Electrophoresis
35536-2,Egg Yolk IgG-mCnc - Egg yolk IgG Ab [Mass/volume] in Serum
35545-3,Rice IgG-mCnc - Rice IgG Ab [Mass/volume] in Serum
35540-4,Mushroom IgG-mCnc - Mushroom IgG Ab [Mass/volume] in Serum
35541-2,Onion IgG-mCnc - Onion IgG Ab [Mass/volume] in Serum
35125-4,Hgb Lepore MFr Bld - Hemoglobin Lepore/Hemoglobin.total in Blood
35134-6,TSH Ab Ser Ql - Thyrotropin Ab [Presence] in Serum
90470-6,Norfluvoxamine Ur Ql Scn - Norfluvoxamine [Presence] in Urine by Screen method
90919-2,Fact VIII.recomb.bound/vWF Ag Plas IA - Coagulation factor VIII.recombinant.bound/von Willebrand factor (vWf) Ag in Plasma by Immunoassay
89372-7,MTB rpoB RIF resist mut Islt/Spm Ql - Mycobacterium tuberculosis complex rpoB gene rifAMPin resistance mutation [Presence] by Molecular method
89987-2,Vortioxetine Ur Ql Scn - Vortioxetine [Presence] in Urine by Screen method
89989-8,Vilaz Ur Ql Scn - Vilazodone [Presence] in Urine by Screen method
89991-4,Citalopram+Escitalopram Ur Ql Scn - Citalopram+Escitalopram [Presence] in Urine by Screen method
89992-2,OH-bupropion Ur Ql Scn - Hydroxybupropion [Presence] in Urine by Screen method
89324-8,Insulin intact Ser LC/MS/MS-aCnc - Insulin intact [Units/volume] in Serum by LC/MS/MS
90781-6,N,N'-dimethylarginine SerPl-mCnc - N,N'-dimethylarginine [Mass/volume] in Serum or Plasma
90782-4,F2-IsoPs Ur-mCnc - F2-Isoprostanes [Mass/volume] in Urine
90783-2,F2-IsoPs/Creat Ur - F2-Isoprostanes/Creatinine [Mass Ratio] in Urine
92732-7,Codon or region w poor seq quality - Codon AndOr region with poor sequence quality [Identifier] in Isolate or Specimen by Sequencing Nominal
92845-7,Insulin resist score Ser Calc.CardioIQ - Insulin resistance score in Serum by Calculated.CardioIQ
96501-2,TIF1-gamma Ab Ser IA-aCnc - TIF1-gamma Ab [Units/volume] in Serum by Immunoassay
94694-7,nAChR Ab Ser IA-sCnc - Acetylcholine receptor ganglionic neuronal Ab [Moles/volume] in Serum by Immunoassay
94815-8,CV2 IgG Titr Ser IF - CV2 IgG Ab [Titer] in Serum by Immunofluorescence
94816-6,VGKC Ab Ser IA-sCnc - Voltage-gated potassium channel Ab [Moles/volume] in Serum by Immunoassay
95543-5,A terreus IgG Ql - Aspergillus terreus IgG Ab [Presence] in Serum
94390-2,Hu1 IgG CSF Ql Line blot - Neuronal nuclear type 1 IgG Ab [Presence] in Cerebral spinal fluid by Line blot
94562-6,SARS-CoV-2 IgA SerPl Ql IA - SARS-CoV-2 (COVID-19) IgA Ab [Presence] in Serum or Plasma by Immunoassay
87497-4,Meperidine SerPlBld Ql Scn - Meperidine [Presence] in Serum, Plasma or Blood by Screen method
87759-7,Lifetime Risk for genetic disease - Lifetime risk for developing genetic disease assessed Lifetime
87977-5,Fungus Pcar Cult - Fungus identified in Pericardial fluid by Culture
88162-3,Acanthamoeba Corn/Cnjt Cult - Acanthamoeba sp identified in Cornea or Conjunctiva by Organism specific culture
88724-0,GD1a Gangl IgG+IgM Ser IA-aCnc - Ganglioside GD1a IgG+IgM Ab [Units/volume] in Serum by Immunoassay
88457-7,HSV1 IgM CSF Ql IF - Herpes simplex virus 1 IgM Ab [Presence] in Cerebral spinal fluid by Immunofluorescence
88519-4,KIT c.2447A>T Bld/T Ql - KIT gene c.2447A>T [Presence] in Blood or Tissue by Molecular genetics method
88723-2,GM1 Asialo IgG+IgM Ser IA-aCnc - Asialoganglioside GM1 IgG+IgM Ab [Units/volume] in Serum by Immunoassay
88729-9,GQ1b Gangl IgG+IgM Ser IA-aCnc - Ganglioside GQ1b IgG+IgM Ab [Units/volume] in Serum by Immunoassay
88730-7,GD1b Gangl IgG+IgM Ser IA-aCnc - Ganglioside GD1b IgG+IgM Ab [Units/volume] in Serum by Immunoassay
86738-2,T gondii IgG Spec Ql IA - Toxoplasma gondii IgG Ab [Presence] in Specimen by Immunoassay
87379-4,Cannabinol SerPlBld Cfm-mCnc - Cannabinol [Mass/volume] in Serum, Plasma or Blood by Confirmatory method
85358-0,PS-prothrom cmplx IgM SerPl IA-aCnc - Phosphatidylserine-prothrombin complex IgM Ab [Units/volume] in Serum or Plasma by Immunoassay
85359-8,PS-prothrom cmplx IgG SerPl IA-aCnc - Phosphatidylserine-prothrombin complex IgG Ab [Units/volume] in Serum or Plasma by Immunoassay
82197-5,C dif tox tcdA+tcdB Stl Ql NAA+non-probe - Clostridioides difficile toxin A+B tcdA+tcdB genes [Presence] in Stool by NAA with non-probe detection
82198-3,P shigelloides DNA Stl Ql NAA+non-probe - Plesiomonas shigelloides DNA [Presence] in Stool by NAA with non-probe detection
82334-4,Il17A SerPl-mCnc - Interleukin 17A [Mass/volume] in Serum or Plasma
81845-0,PALB2 Full Mut Anl Bld/T Seq - PALB2 gene full mutation analysis in Blood or Tissue by Sequencing
82514-1,HCV Gentyp 3 NS5a Mut Det Islt - Hepatitis C virus genotype 3 NS5a gene mutations detected [Identifier]
82964-8,Cannabidiol SerPlBld Cfm-mCnc - Cannabidiol [Mass/volume] in Serum, Plasma or Blood by Confirmatory method
82965-5,MDEA SerPlBld Cfm-mCnc - Methylenedioxyethylamphetamine [Mass/volume] in Serum, Plasma or Blood by Confirmatory method
